Real Labels,Predicted Labels,Diff,MAPE
1.746,1.9366193,0.19061928176879883,0.8908251536261175
2.695,2.741454,0.04645388603210465,0.9827629365372524
1.816,1.8550153,0.03901527786254877,0.9785158161549842
2.354,2.0214167,-0.33258333587646494,0.85871566020541
3.901,4.0948257,0.19382574462890645,0.9503138311640845
1.52,2.1167731,0.5967731285095215,0.6073860996647885
1.65,1.7897894,0.13978943824768075,0.9152791283347389
4.057,4.0017424,-0.055257637023926165,0.9863796802997471
1.672,1.7776278,0.10562782573699958,0.9368254630759572
2.59,2.5244608,-0.06553920745849595,0.9746952866955614
2.702,3.0742702,0.372270248413086,0.8622241863756158
2.387,1.6038556,-0.7831443901062012,0.6719126979027226
3.9189999999999996,3.758484,-0.1605161132812496,0.9590415633372673
3.7249999999999996,3.5617895,-0.1632104873657223,0.9561851040628934
2.291,2.0583193,-0.23268066978454582,0.898437071242014
1.745,1.5955571,-0.1494429063796998,0.9143593659715188
3.9609999999999994,3.8899271,-0.07107285118102968,0.9820568414084752
2.707,2.5888677,-0.11813233566284165,0.9563604227326038
1.649,1.7951448,0.14614479637145994,0.911373683219248
2.119,1.8981256,-0.22087435150146506,0.8957648176019514
1.65,1.7093017,0.05930171012878427,0.9640595696189186
3.9829999999999997,4.016054,0.03305415344238316,0.9917011917041468
4.065,4.1161375,0.05113750457763633,0.9874200480743822
4.108,3.5943255,-0.5136744575500485,0.874957532241955
4.048,3.8098881,-0.23811187553405766,0.9411778963601636
4.067,3.8299587,-0.23704132270813005,0.9417159275367273
3.055,2.7809434,-0.27405660629272477,0.9102924365653928
4.255,3.9588606,-0.2961393642425536,0.9304020295552166
4.287,3.3641562,-0.9228437538146972,0.784734370465431
2.032,1.9438059,-0.0881940670013428,0.9565974079717802
1.568,1.6805006,0.11250062656402582,0.9282521514260039
4.411,3.8574378,-0.5535621509551998,0.8745041598378599
2.698,1.8823829,-0.815617130279541,0.6976956522314526
2.798,2.470016,-0.32798399734497075,0.8827791288974371
4.597,3.8947182,-0.7022818298339848,0.8472304046478172
1.666,1.771072,0.10507203006744392,0.9369315545813662
2.606,2.660835,0.054835027694702276,0.97895816281861
2.542,2.6487412,0.10674124526977558,0.9580089515067759
2.529,2.337954,-0.1910459556579589,0.9244579060269044
2.728,2.7222598,-0.005740240097046101,0.9978958064160388
2.845,2.8936453,0.0486452865600584,0.982901480998222
2.066,1.7405764,-0.32542361354827865,0.8424861502670481
2.641,2.7597785,0.11877849960327147,0.9550251800063342
2.65,2.5559068,-0.09409322738647452,0.964493121740953
2.123,2.7964287,0.6734286804199217,0.6827938387094105
2.649,2.6692607,0.020260740280151346,0.9923515514231214
2.671,2.379414,-0.2915859184265135,0.8908326774891375
1.935,1.7416539,-0.19334608078002935,0.9000795448165223
1.952,1.8507501,-0.10124991130828853,0.9481301683871473
1.666,1.6963161,0.030316123008728102,0.9818030474137286
1.595,1.6987166,0.10371664047241214,0.9349738931207447
1.643,1.9819775,0.33897746276855467,0.7936838327641177
2.183,2.4182694,0.23526939582824724,0.8922265708528414
1.641,1.6331756,-0.007824388504028335,0.9952319387544007
2.318,2.6070218,0.2890218086242675,0.8753141464088579
3.9049999999999994,3.5397966,-0.36520340919494565,0.9064780002061599
3.137,2.4391394,-0.6978606338500977,0.7775388479916807
1.436,1.723608,0.2876080169677735,0.7997158656213277
1.627,1.6406604,0.01366040515899658,0.9916039304492953
2.688,2.3906307,-0.29736927795410173,0.8893715483801705
1.664,1.7373453,0.07334533786773689,0.9559222729160235
3.933,3.619818,-0.3131820278167723,0.9203707023094909
1.577,1.8075037,0.2305037002563477,0.8538340518349095
1.745,1.6404064,-0.10459362983703624,0.9400609571134463
3.561,3.1685622,-0.39243782615661615,0.8897956118627868
4.108,3.120923,-0.9870769577026364,0.7597183647267195
1.633,1.5992224,-0.03377757835388184,0.9793156286871514
3.878,3.9827676,0.10476758193969715,0.9729841201805836
1.685,1.7242866,0.03928655624389643,0.9766845363537706
1.759,1.7547331,-0.004266914367675678,0.9975742385630042
1.539,1.721071,0.1820710048675538,0.881695253497366
2.508,2.9784722,0.4704722328186035,0.8124113904232043
3.878,4.000059,0.12205912780761707,0.9685252378010271
1.658,1.5599675,-0.09803248214721672,0.9408730505746582
3.3359999999999994,3.2147021,-0.12129787063598574,0.9636397270275822
1.935,1.8975308,-0.037469205856323295,0.9806360693248976
1.414,1.6755257,0.2615256652832032,0.8150454983852877
4.069,3.9938848,-0.07511519813537593,0.9815396416477327
2.949,2.8332882,-0.1157118072509764,0.9607623576632837
1.674,1.5817453,-0.09225473308563226,0.9448896457075076
1.589,1.7223451,0.1333451137542725,0.9160823701986958
2.641,2.1027894,-0.5382105979919434,0.7962095426005515
2.737,2.7159915,-0.021008502960205178,0.9923242590572872
2.602,2.3657908,-0.23620915603637682,0.9092201552512003
3.452,3.402747,-0.049253084182739215,0.985732015010794
4.08,4.082992,0.002992076873779226,0.9992666478250541
1.627,1.7695658,0.14256582069396972,0.912375033378015
2.198,1.8407927,-0.35720734405517574,0.8374852847792649
2.203,1.578106,-0.6248939542770384,0.7163440970145082
1.675,1.7475798,0.07257981300354,0.9566687683560955
3.136,2.5849152,-0.5510848388671876,0.824271416177555
1.587,1.8880322,0.30103219795227054,0.8103136748882983
2.066,1.7389815,-0.32701851463317855,0.8417141749113366
2.725,2.9143014,0.18930139541625968,0.9305315980123818
2.386,2.8343172,0.44831720733642566,0.8121051100853204
2.339,2.5236754,0.1846754417419434,0.9210451296528673
4.497,4.6089535,0.11195347595214855,0.9751048530237606
2.723,2.3056703,-0.4173297386169432,0.8467389869199621
3.4399999999999995,3.57869,0.1386900520324712,0.9596831244091654
1.589,1.6713796,0.08237956619262699,0.948156346008416
2.681,2.7610135,0.08001350784301753,0.9701553495550103
2.365,2.0162492,-0.3487508201599123,0.8525366510951745
1.621,1.5768815,-0.044118472099304196,0.9727831757561356
2.712,2.5765939,-0.13540612411499042,0.9500714881581894
3.118,2.4103644,-0.7076356105804442,0.773048232655406
3.132,3.2103338,0.07833382415771473,0.9749892004604997
1.649,1.6096494,-0.03935058021545412,0.9761367009002704
4.048,3.8741257,-0.17387428092956547,0.9570468673592971
3.2799999999999994,3.4902685,0.21026846885681216,0.9358937594948743
1.643,1.6289659,-0.014034145355224625,0.9914582195038195
3.8819999999999997,3.582872,-0.29912808609008756,0.9229448515996683
2.453,1.9786756,-0.4743243961334227,0.80663497915474
4.041,3.6923935,-0.3486064586639408,0.9137326259183517
3.8969999999999994,4.027053,0.13005287933349674,0.9666274366606372
4.401,4.026283,-0.37471721267700175,0.9148563479488748
2.987,2.7958446,-0.19115544509887705,0.9360042031808246
3.745,3.402014,-0.34298598289489757,0.9084149578384786
2.252,1.9530472,-0.29895284366607644,0.8672500694200371
2.649,2.581524,-0.06747610473632815,0.9745277067813031
1.62,1.5802841,-0.03971588134765636,0.9754840238594714
1.777,1.6060336,-0.1709664363861083,0.9037892873460279
1.653,1.6351895,-0.017810466766357447,0.9892253679574365
3.4219999999999997,3.5611227,0.13912265586853056,0.959344635923866
1.662,1.8402028,0.17820280838012703,0.8927780936340992
2.688,2.4276955,-0.2603044872283937,0.9031605330251511
2.508,2.959372,0.45137204360961913,0.8200270958494341
1.98,1.7332442,-0.2467558193206787,0.8753758488279401
2.301,2.3133802,0.012380241394042812,0.9946196256436146
3.612,3.232802,-0.3791980857849122,0.8950171412555614
2.849,2.6658897,-0.18311026000976582,0.9357282344648067
3.033,2.9359417,-0.09705830383300773,0.9679992404111415
2.558,2.5286188,-0.029381187438964673,0.9885140002193258
3.864,4.0342503,0.17025025939941418,0.9559393738614352
1.976,1.6237855,-0.35221450424194334,0.8217537933998262
3.122,2.7906556,-0.33134438705444325,0.8938679093355403
1.621,1.831852,0.21085195922851563,0.8699247629682199
2.32,2.7732024,0.453202419281006,0.8046541296202561
4.26,4.34975,0.08975004196167014,0.9789319150324718
4.597,4.67572,0.07872021484374958,0.9828757418221123
2.529,2.2448356,-0.28416438484191886,0.887637649330993
1.963,1.7543241,-0.2086759214401246,0.8936954042587241
2.021,1.6682354,-0.3527645788192748,0.8254504805446439
2.45,2.4107442,-0.039255809783935725,0.9839772204963527
1.693,1.6182196,-0.0747803859710694,0.9558296597926348
2.65,2.3111653,-0.33883466720581046,0.8721378614317696
1.628,1.7062881,0.07828809928894054,0.9519114869232552
3.5329999999999995,3.3472798,-0.18572021293640084,0.94743271640634
4.473,4.361559,-0.11144108581542955,0.9750858292386699
1.664,1.7984169,0.13441685295104988,0.9192206412553787
1.656,1.6513306,-0.004669409751892006,0.9971803081208381
3.038,2.770208,-0.2677921180725096,0.9118524956970014
1.553,1.7133818,0.16038176727294928,0.8967277738100777
1.688,1.9076775,0.21967753124237066,0.8698592824393538
