Real Labels,Predicted Labels,Diff,MAPE
1.746,3.2439141,1.4979141273498535,0.14208812866560505
2.695,2.7342129,0.0392128753662111,0.9854497679531684
1.816,3.0582314,1.2422313537597656,0.31595189770938026
2.354,2.836697,0.4826971015930175,0.7949460061202135
3.901,3.2880836,-0.6129164466857908,0.8428822233566289
1.52,3.2613423,1.7413422870635986,-0.14561992569973592
1.65,2.7893426,1.1393426418304444,0.30948930798154883
4.057,3.6724148,-0.38458522033691445,0.9052045303581675
1.672,2.3824968,0.7104968338012696,0.575061702271968
2.59,3.017674,0.42767396926879897,0.8348749153402321
2.702,3.4312847,0.7292846660614014,0.7300944981267945
2.387,2.013898,-0.37310210418701173,0.8436941331432711
3.9189999999999996,4.0583463,0.13934627151489298,0.964443411198037
3.7249999999999996,2.9443474,-0.7806526184082028,0.7904288272729657
2.291,3.2744956,0.9834956016540528,0.5707133995399158
1.745,1.9624982,0.21749818801879872,0.8753592045737544
3.9609999999999994,3.8255851,-0.13541487312316836,0.9658129580602958
2.707,2.6654038,-0.04159615707397446,0.9846338540546825
1.649,2.4337144,0.7847143898010254,0.5241271135227257
2.119,3.0010715,0.8820714530944822,0.5837322071286069
1.65,2.2098725,0.5598724842071534,0.6606833429047555
3.9829999999999997,4.304245,0.32124499511718785,0.9193459716000031
4.065,3.456366,-0.6086339378356938,0.8502745540379597
4.108,3.1595755,-0.9484245376586911,0.7691274251074267
4.048,3.7811642,-0.2668358306884766,0.9340820576362459
4.067,4.0680656,0.0010656433105467045,0.9997379780401902
3.055,2.6787384,-0.3762616443634035,0.8768374322869383
4.255,3.3618202,-0.8931797790527343,0.7900870084482411
4.287,3.0280232,-1.2589767570495605,0.7063268586308467
2.032,2.7215354,0.6895354442596435,0.6606616908171046
1.568,2.6134896,1.0454896278381347,0.33323365571547536
4.411,2.71804,-1.692960010528564,0.6161958715645967
2.698,2.9558058,0.257805778503418,0.9044455972930252
2.798,2.5617685,-0.23623146820068364,0.9155713122942517
4.597,3.312923,-1.2840770454406742,0.7206706448899991
1.666,2.5840933,0.9180933322906495,0.4489235700536317
2.606,3.0160768,0.4100768032073976,0.8426412881015358
2.542,3.4038925,0.8618925170898439,0.6609392143627679
2.529,2.2968469,-0.2321531333923339,0.9082035850564121
2.728,2.4029245,-0.3250754623413088,0.8808374404907225
2.845,2.783082,-0.06191799163818379,0.9782362068055593
2.066,2.2901592,0.22415922546386735,0.8915008589235879
2.641,3.1407967,0.4997966613769531,0.8107547666122858
2.65,2.702008,0.05200800895690927,0.9803743362426758
2.123,3.1544423,1.0314423103332517,0.5141581204271071
2.649,2.4219594,-0.22704059982299807,0.9142919592967165
2.671,2.7430258,0.07202577972412127,0.9730341521062819
1.935,2.2978628,0.3628627681732177,0.8124740216159081
1.952,2.9611049,1.0091048698425293,0.4830405379905075
1.666,2.607021,0.9410210933685303,0.4351614085422987
1.595,2.612279,1.017278938293457,0.3622075621984595
1.643,2.2090738,0.5660737819671631,0.6554633098191338
2.183,3.0184634,0.8354633731842043,0.6172865903874465
1.641,2.4763904,0.8353903617858887,0.4909260440061617
2.318,3.4393497,1.1213496513366699,0.5162426008038525
3.9049999999999994,3.029748,-0.8752520370483392,0.7758637549171986
3.137,3.0864408,-0.05055919837951661,0.9838829460058921
1.436,2.3663454,0.9303454055786133,0.35212715488954505
1.627,2.2852387,0.6582387428283691,0.5954279392573023
2.688,2.441441,-0.24655894088745134,0.9082742035388947
1.664,2.8422332,1.178233180999756,0.29192717487995434
3.933,3.3238134,-0.6091865615844725,0.8451089342526131
1.577,2.3306022,0.7536021690368653,0.522129252354556
1.745,2.6881406,0.9431406307220458,0.45951826319653544
3.561,2.9147153,-0.6462847099304199,0.8185103313871329
4.108,3.0480738,-1.059926231384277,0.7419848511722792
1.633,2.1526427,0.5196427268981934,0.6817864501541988
3.878,3.7812057,-0.096794345855713,0.9750401377370518
1.685,2.3371494,0.6521493816375732,0.6129677260311138
1.759,2.465118,0.7061179313659669,0.5985685438510705
1.539,2.5786328,1.0396328315734864,0.32447509319461565
2.508,3.029609,0.5216089649200439,0.7920219438117847
3.878,3.9252143,0.04721429061889637,0.9878250926717648
1.658,2.149437,0.49143695068359383,0.7035965315539241
3.3359999999999994,3.0757346,-0.2602653846740717,0.9219827983590912
1.935,2.657896,0.7228960418701171,0.6264103142790092
1.414,2.2068188,0.7928188190460206,0.43930776587975906
4.069,3.793235,-0.2757649364471435,0.9322278357220095
2.949,3.048974,0.09997403717041031,0.9660990040113902
1.674,2.4972181,0.823218132019043,0.5082328960459719
1.589,2.8348365,1.245836483001709,0.21596193643693573
2.641,2.7463675,0.10536745452880858,0.9601031978308184
2.737,3.0176663,0.2806663398742675,0.8974547534255508
2.602,2.516603,-0.08539700698852526,0.9671802432788142
3.452,3.5434368,0.09143676567077641,0.9735119450548156
