Real Labels,Predicted Labels,Diff,MAPE
1.746,1.756505,0.010505012512207035,0.9939833834408894
2.695,2.863995,0.16899507522583024,0.937293107522883
1.816,2.1508691,0.3348691310882568,0.8156006987399467
2.354,2.4354167,0.08141669845581045,0.9654134670960873
3.901,3.768714,-0.13228604888915996,0.9660891953629428
1.52,1.9909911,0.47099111557006834,0.6901374239670603
1.65,1.7356066,0.08560655117034921,0.9481172417149398
4.057,3.8886304,-0.16836960983276406,0.9584989869773813
1.672,1.6475365,-0.024463483810424735,0.9853687297784541
2.59,2.5783415,-0.01165851593017564,0.9954986424980017
2.702,2.898806,0.19680609512329106,0.9271628071342373
2.387,1.6888732,-0.6981268281936646,0.7075296069569901
3.9189999999999996,3.7590652,-0.15993484878539999,0.9591898829330442
3.7249999999999996,3.261888,-0.46311197280883754,0.8756746381721241
2.291,2.388773,0.09777296447753914,0.9573230185606552
1.745,1.6455346,-0.09946536540985118,0.9429997905960739
3.9609999999999994,4.305026,0.3440260543823248,0.9131466664018367
2.707,2.6480563,-0.05894373130798325,0.978225440964912
1.649,1.6492478,0.00024776554107663884,0.9998497480041986
2.119,1.8525077,-0.26649228954315207,0.8742367675586824
1.65,1.6976577,0.04765770435333261,0.9711165428161621
3.9829999999999997,3.8937347,-0.08926530647277797,0.97758842418459
4.065,3.953399,-0.1116010570526127,0.9725458654237115
4.108,3.5930514,-0.5149485664367672,0.8746473791536593
4.048,3.9066706,-0.1413294296264649,0.965086603353146
4.067,3.7210462,-0.345953790664673,0.9149363681670339
3.055,2.9550853,-0.09991472244262711,0.9672946898714805
4.255,3.8294005,-0.42559946060180653,0.8999766250054508
4.287,3.3484251,-0.9385748500823974,0.7810648821827858
2.032,1.8009083,-0.2310916728973389,0.8862737830229631
1.568,1.6745685,0.10656853389739984,0.9320353737899236
4.411,3.6158485,-0.795151458740234,0.8197344233189222
2.698,2.5268025,-0.1711974601745605,0.9365465306988285
2.798,2.6094244,-0.18857564735412602,0.932603414097882
4.597,3.9964476,-0.6005524368286137,0.8693599223779391
1.666,1.6818365,0.015836485862732008,0.9904943062048427
2.606,2.6092837,0.0032836856842042295,0.9987399517712187
2.542,2.6233084,0.0813084201812746,0.96801399678156
