Real Labels,Predicted Labels,Diff,MAPE
1.746,1.7939143,0.0479143180847168,0.9725576643271954
2.695,2.814761,0.11976092338562028,0.955561809504408
1.816,2.066154,0.2501540031433105,0.8622499982691021
2.354,2.5271964,0.17319640731811514,0.9264246358036894
3.901,3.773858,-0.12714192962646464,0.9674078621823982
1.52,2.2355552,0.7155551719665527,0.5292400184430575
1.65,1.7422638,0.09226379394531259,0.944082549124053
4.057,3.886748,-0.1702519245147709,0.9580350198386072
1.672,1.628022,-0.043978044509887626,0.9736973418003064
2.59,2.4993281,-0.09067186355590806,0.9649915584726224
2.702,2.902647,0.20064701843261723,0.92574129591687
2.387,1.6677604,-0.7192396278381348,0.6986846971771534
3.9189999999999996,3.729652,-0.18934807205200155,0.9516845950364885
3.7249999999999996,3.3838928,-0.34110722541809047,0.9084275904917878
2.291,2.3375123,0.046512254714965895,0.9796978373134152
1.745,1.6117995,-0.13320052146911632,0.9236673229403345
3.9609999999999994,4.2733603,0.3123602523803717,0.9211410622619611
2.707,2.7740452,0.06704522895813003,0.9752326453793387
1.649,1.635138,-0.01386196517944338,0.9915937142635274
2.119,1.8222151,-0.29678491973876975,0.8599410477872724
1.65,1.6997415,0.049741482734680265,0.9698536468274666
3.9829999999999997,3.8877714,-0.09522863197326625,0.9760912297330488
4.065,3.9978745,-0.06712550163269082,0.9834869614679728
4.108,3.6814973,-0.4265026645660397,0.8961775402711685
4.048,3.8500862,-0.19791378784179692,0.951108253991651
4.067,3.6413343,-0.425665704727173,0.8953366843552562
3.055,2.8448172,-0.21018283843994157,0.9312003802160584
4.255,3.8362443,-0.4187556552886962,0.9015850398851478
4.287,3.3661826,-0.920817434310913,0.785207036549822
2.032,1.855165,-0.17683499526977542,0.9129749039026696
1.568,1.651674,0.08367403221130365,0.9466364590489135
4.411,3.6426497,-0.7683503494262691,0.8258103945984427
2.698,2.579081,-0.11891894149780269,0.9559232981846543
2.798,2.5742002,-0.22379984664916996,0.9200143507329628
4.597,4.0826597,-0.5143402786254887,0.8881139267727891
